timestamp_sample,x_position,y_position,pupil_area_normalized,angular_resolution_x_pixels_per_degree,angular_resolution_y_pixels_per_degree,window_width,window_level,xmin_shown_from_image,ymin_shown_from_image,xmax_shown_from_image,ymax_shown_from_image,xmin_in_screen_coordinates,ymin_in_screen_coordinates,xmax_in_screen_coordinates,ymax_in_screen_coordinates
6.29,1827,1623,0.629,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.291,1827,1623,0.629,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.292,1828,1623,0.627,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.293,1828,1623,0.627,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.294,1828,1623,0.627,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.295,1828,1623,0.627,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.296,1829,1623,0.626,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.297,1829,1624,0.626,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.298,1829,1624,0.626,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.299,1829,1624,0.626,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.3,1829,1624,0.625,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.301,1829,1624,0.625,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.302,1829,1623,0.625,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.303,1829,1623,0.625,115,115,1.012,0.50085,0,0,2544,3056,1021,0,2819,2160
6.304,1829,1621,0.624,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.305,1831,1621,0.624,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.306,1831,1620,0.624,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.307,1831,1620,0.624,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.308,1831,1620,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.309,1831,1620,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.31,1831,1620,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.311,1828,1621,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.312,1825,1624,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.313,1822,1626,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.314,1817,1627,0.625,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.315,1810,1628,0.626,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.316,1798,1630,0.626,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.317,1783,1631,0.627,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.318,1766,1633,0.629,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.319,1742,1636,0.63,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.32,1713,1640,0.632,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.321,1678,1645,0.634,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.322,1638,1653,0.638,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.323,1595,1660,0.64,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.324,1548,1669,0.643,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.325,1497,1677,0.646,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.326,1446,1685,0.649,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.327,1394,1692,0.652,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.328,1343,1699,0.654,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.329,1292,1706,0.657,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.33,1239,1712,0.659,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.331,1193,1716,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.332,1146,1722,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.333,1099,1725,0.664,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.334,1060,1727,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.335,1023,1729,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.336,989,1732,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.337,958,1733,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.338,930,1733,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.339,907,1733,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.34,887,1733,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.341,869,1733,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.342,853,1733,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.343,839,1735,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.344,831,1736,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.345,825,1737,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.346,818,1740,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.347,816,1742,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.348,816,1744,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.349,819,1746,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.35,824,1749,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.351,828,1752,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.352,833,1754,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.353,839,1757,0.663,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.354,842,1761,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.355,846,1763,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.356,848,1763,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.357,849,1764,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.358,850,1763,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.359,850,1761,0.661,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.36,849,1760,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.361,848,1759,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.362,848,1757,0.66,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.363,846,1756,0.659,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.364,845,1754,0.659,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.365,843,1753,0.658,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.366,843,1752,0.658,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.367,843,1752,0.657,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.368,843,1750,0.657,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.369,845,1749,0.656,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.37,845,1747,0.656,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.371,846,1747,0.654,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.372,846,1746,0.654,115,115,1.012,0.50061,0,0,2544,3056,1021,0,2819,2160
6.373,848,1746,0.654,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.374,848,1746,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.375,848,1744,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.376,849,1746,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.377,850,1747,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.378,850,1747,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.379,850,1749,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.38,852,1749,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.381,852,1749,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.382,852,1750,0.653,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.383,852,1749,0.652,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.384,853,1749,0.652,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.385,853,1749,0.651,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.386,855,1749,0.651,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.387,855,1749,0.651,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.388,856,1749,0.65,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.389,857,1749,0.649,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.39,857,1749,0.649,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.391,859,1749,0.647,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.392,860,1749,0.647,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.393,862,1747,0.646,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.394,862,1747,0.646,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.395,863,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.396,865,1744,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.397,866,1743,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.398,866,1742,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.399,867,1742,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.4,867,1742,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.401,867,1742,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.402,867,1743,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.403,869,1743,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.404,869,1744,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.405,870,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.406,870,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.407,872,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.408,873,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.409,873,1747,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.41,873,1747,0.646,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.411,874,1747,0.646,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.412,874,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.413,874,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.414,874,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.415,874,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.416,874,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.417,876,1749,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.418,876,1746,0.645,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.419,876,1744,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.42,876,1743,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.421,876,1740,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.422,876,1739,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.423,876,1736,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.424,876,1735,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.425,876,1733,0.644,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.426,874,1733,0.643,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.427,874,1732,0.641,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.428,873,1730,0.641,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.429,873,1729,0.64,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.43,873,1727,0.639,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.431,873,1726,0.639,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.432,872,1723,0.638,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.433,872,1722,0.639,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.434,872,1720,0.639,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.435,872,1719,0.64,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.436,872,1716,0.64,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.437,872,1712,0.64,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.438,872,1708,0.639,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.439,873,1703,0.638,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.44,873,1701,0.638,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.441,873,1698,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.442,874,1695,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.443,874,1694,0.636,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.444,874,1694,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.445,874,1694,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.446,874,1694,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.447,873,1692,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.448,873,1692,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.449,872,1689,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.45,872,1688,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.451,870,1685,0.637,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.452,870,1684,0.636,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.453,870,1681,0.634,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.454,872,1679,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.455,873,1679,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.456,873,1678,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.457,874,1678,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.458,874,1678,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.459,876,1678,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.46,876,1678,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.461,876,1677,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.462,876,1677,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.463,876,1677,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.464,876,1675,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.465,876,1675,0.634,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.466,876,1675,0.634,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.467,876,1674,0.634,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.468,876,1674,0.634,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.469,876,1672,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.47,876,1672,0.633,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.471,876,1672,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.472,876,1672,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.473,877,1674,0.632,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.474,877,1674,0.631,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.475,877,1674,0.631,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.476,877,1674,0.631,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.477,876,1672,0.631,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.478,876,1672,0.63,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.479,876,1671,0.63,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.48,874,1671,0.629,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.481,874,1669,0.629,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.482,874,1669,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.483,874,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.484,876,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.485,876,1667,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.486,877,1667,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.487,877,1667,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.488,879,1667,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.489,880,1667,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.49,880,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.491,880,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.492,880,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.493,882,1668,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.494,882,1669,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.495,882,1669,0.627,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.496,882,1671,0.626,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.497,883,1671,0.626,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.498,883,1671,0.625,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.499,883,1672,0.625,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.5,882,1672,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.501,882,1672,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.502,880,1672,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.503,880,1672,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.504,880,1671,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.505,880,1671,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.506,880,1672,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.507,880,1674,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.508,882,1675,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.509,883,1677,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.51,884,1678,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.511,884,1679,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.512,886,1679,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.513,886,1679,0.624,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.514,887,1678,0.623,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.515,886,1677,0.623,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.516,886,1675,0.623,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.517,884,1674,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.518,884,1672,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.519,883,1671,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.52,883,1669,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.521,882,1669,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.522,880,1669,0.622,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.523,880,1669,0.62,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.524,879,1669,0.62,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.525,879,1671,0.619,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.526,877,1672,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.527,877,1674,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.528,879,1675,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.529,880,1675,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.53,880,1675,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.531,882,1675,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.532,882,1675,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.533,883,1674,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.534,883,1674,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.535,883,1674,0.619,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.536,883,1675,0.619,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.537,883,1675,0.619,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.538,883,1677,0.619,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.539,883,1678,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.54,883,1678,0.618,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.541,883,1678,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.542,883,1678,0.617,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.543,882,1677,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.544,882,1677,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.545,882,1675,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.546,880,1675,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.547,880,1674,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.548,880,1672,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.549,879,1672,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.55,879,1671,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.551,879,1669,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.552,879,1669,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.553,879,1669,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.554,879,1669,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.555,879,1669,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.556,879,1671,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.557,879,1671,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.558,879,1671,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.559,879,1671,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.56,879,1671,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.561,879,1671,0.616,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.562,879,1672,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.563,879,1672,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.564,879,1672,0.614,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.565,879,1674,0.613,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.566,879,1674,0.612,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.567,879,1674,0.612,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.568,879,1674,0.611,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.569,880,1674,0.611,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.57,880,1672,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.571,882,1672,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.572,883,1672,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.573,883,1671,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.574,884,1671,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.575,883,1669,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.576,883,1669,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.577,883,1669,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.578,883,1669,0.61,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.579,883,1669,0.611,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.58,882,1669,0.611,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.581,882,1669,0.611,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
6.582,880,1669,0.612,115,115,1.012,0.50037,0,0,2544,3056,1021,0,2819,2160
