timestamp_sample,x_position,y_position,pupil_area_normalized,angular_resolution_x_pixels_per_degree,angular_resolution_y_pixels_per_degree,window_width,window_level,xmin_shown_from_image,ymin_shown_from_image,xmax_shown_from_image,ymax_shown_from_image,xmin_in_screen_coordinates,ymin_in_screen_coordinates,xmax_in_screen_coordinates,ymax_in_screen_coordinates
0.057,1184,1521,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.058,1183,1521,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.059,1181,1521,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.06,1181,1521,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.061,1180,1521,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.062,1180,1522,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.063,1180,1522,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.064,1180,1524,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.065,1180,1525,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.066,1181,1527,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.067,1183,1527,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.068,1184,1528,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.069,1186,1531,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.07,1187,1534,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.071,1189,1536,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.072,1190,1541,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.073,1190,1545,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.074,1191,1551,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.075,1190,1555,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.076,1190,1558,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.077,1189,1559,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.078,1187,1561,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.079,1186,1561,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.08,1184,1561,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.081,1183,1561,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.082,1180,1562,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.083,1179,1563,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.084,1179,1566,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.085,1177,1569,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.086,1177,1572,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.087,1177,1576,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.088,1176,1578,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.089,1176,1580,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.09,1174,1583,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.091,1174,1585,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.092,1174,1586,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.093,1174,1587,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.094,1176,1589,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.095,1177,1589,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.096,1179,1590,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.097,1179,1590,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.098,1180,1593,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.099,1181,1594,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.1,1183,1596,0.904,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.101,1184,1597,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.102,1186,1599,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.103,1187,1600,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.104,1190,1602,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.105,1193,1602,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.106,1194,1602,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.107,1196,1602,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.108,1197,1602,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.109,1198,1600,0.906,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.11,1198,1600,0.906,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.111,1198,1597,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.112,1198,1594,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.113,1197,1592,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.114,1196,1590,0.904,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.115,1196,1587,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.116,1194,1585,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.117,1194,1580,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.118,1193,1579,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.119,1193,1578,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.12,1191,1575,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.121,1191,1573,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.122,1191,1572,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.123,1191,1569,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.124,1191,1568,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.125,1191,1565,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.126,1191,1563,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.127,1191,1562,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.128,1193,1562,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.129,1193,1561,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.13,1194,1561,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.131,1196,1562,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.132,1196,1563,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.133,1198,1565,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.134,1198,1565,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.135,1200,1566,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.136,1200,1566,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.137,1200,1566,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.138,1200,1566,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.139,1198,1565,0.903,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.14,1198,1565,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.141,1197,1566,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.142,1197,1568,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.143,1197,1569,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.144,1196,1570,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.145,1196,1572,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.146,1196,1573,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.147,1197,1573,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.148,1198,1573,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.149,1203,1573,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.15,1207,1573,0.895,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.151,1213,1572,0.895,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.152,1217,1570,0.895,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.153,1221,1568,0.896,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.154,1225,1565,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.155,1227,1562,0.898,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.156,1224,1556,0.899,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.157,1220,1546,0.901,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.158,1215,1534,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.159,1210,1522,0.904,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.16,1203,1511,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.161,1197,1498,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.162,1193,1487,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.163,1190,1477,0.905,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.164,1189,1471,0.904,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.165,1187,1470,0.902,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.166,1186,1469,0.897,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.167,1186,1469,0.892,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.168,1184,1477,0.883,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.169,1184,1497,0.871,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.17,1183,1521,0.857,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.171,1181,1556,0.837,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.172,1180,1597,0.816,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.173,1179,1661,0.792,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.174,1174,1740,0.76,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.175,1172,1811,0.733,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.176,1163,1917,0.695,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.177,1156,2020,0.657,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.178,1146,2111,0.623,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
0.179,1123,2220,0.562,115,115,1.0002,0.50012,0,0,2544,3056,1021,0,2819,2160
